#EnsemblGeneID(0)	ChromosomeName(1)	promoterStart(2)	promoterStop(3)	Strand(4)
AAEL008386	supercont1.321	730928	731927	-
AAEL008396	supercont1.321	824361	825360	+
AAEL008381	supercont1.321	856562	857561	+
AAEL008395	supercont1.321	876430	877429	+
AAEL008379	supercont1.321	903123	904122	+
AAEL016646	supercont1.321	942403	943402	+
AAEL016647	supercont1.321	944190	945189	-
AAEL008383	supercont1.321	966886	967885	-
AAEL008393	supercont1.321	1021850	1022849	-
AAEL008391	supercont1.321	1024260	1025259	+
AAEL008394	supercont1.321	1049600	1050599	-
AAEL008392	supercont1.321	1057547	1058546	-
AAEL008389	supercont1.321	1151425	1152424	-
AAEL008380	supercont1.321	1302889	1303888	-
AAEL008402	supercont1.322	16477	17476	-
AAEL008409	supercont1.322	26467	27466	-
AAEL008406	supercont1.322	60193	61192	+
AAEL008397	supercont1.322	118360	119359	-
AAEL008401	supercont1.322	129708	130707	+
AAEL008410	supercont1.322	326801	327800	-
AAEL008411	supercont1.322	433356	434355	+
AAEL008405	supercont1.322	465000	465999	-
AAEL008408	supercont1.322	475514	476513	-
AAEL008403	supercont1.322	536912	537911	+
AAEL008398	supercont1.322	568044	569043	-
AAEL008407	supercont1.322	585140	586139	-
AAEL016648	supercont1.322	597881	598880	+
AAEL008404	supercont1.322	639576	640575	-
AAEL008412	supercont1.322	641846	642845	+
AAEL008400	supercont1.322	821284	822283	-
AAEL008399	supercont1.322	1019675	1020674	-
AAEL015553	supercont1.3220	465	1464	+
AAEL015554	supercont1.3221	4993	5992	+
AAEL008419	supercont1.323	3188	4187	+
AAEL008420	supercont1.323	65007	66006	-
AAEL008415	supercont1.323	111542	112541	+
AAEL016649	supercont1.323	144584	145583	-
AAEL016650	supercont1.323	314952	315951	-
AAEL008421	supercont1.323	503104	504103	+
AAEL008418	supercont1.323	691932	692931	+
AAEL008416	supercont1.323	766120	767119	+
AAEL008417	supercont1.323	766672	767671	-
AAEL008414	supercont1.323	793414	794413	-
AAEL008413	supercont1.323	1195253	1196252	-
AAEL015555	supercont1.3231	3493	4492	+
AAEL015556	supercont1.3237	978	1977	+
AAEL016956	supercont1.3238	4642	5641	-
AAEL016957	supercont1.3238	4844	5843	-
AAEL008435	supercont1.324	88050	89049	-
AAEL008429	supercont1.324	95980	96979	+
AAEL008434	supercont1.324	127059	128058	-
AAEL008436	supercont1.324	138185	139184	+
AAEL008431	supercont1.324	265978	266977	+
AAEL008424	supercont1.324	363812	364811	-
AAEL008423	supercont1.324	433253	434252	-
AAEL008426	supercont1.324	683422	684421	+
AAEL008425	supercont1.324	832531	833530	-
AAEL008432	supercont1.324	867649	868648	-
AAEL008422	supercont1.324	955064	956063	+
AAEL008428	supercont1.324	1040114	1041113	+
AAEL008430	supercont1.324	1042614	1043613	+
AAEL008427	supercont1.324	1073940	1074939	-
AAEL008433	supercont1.324	1175955	1176954	-
AAEL015557	supercont1.3246	3290	4289	+
AAEL008447	supercont1.325	61001	62000	+
AAEL008449	supercont1.325	850710	851709	+
AAEL008440	supercont1.325	902316	903315	+
AAEL008446	supercont1.325	912703	913702	-
AAEL008439	supercont1.325	925131	926130	-
AAEL008441	supercont1.325	936351	937350	-
AAEL008444	supercont1.325	936942	937941	-
AAEL008438	supercont1.325	956427	957426	+
AAEL008437	supercont1.325	1000177	1001176	-
AAEL008445	supercont1.325	1023147	1024146	-
AAEL008443	supercont1.325	1130411	1131410	+
AAEL008448	supercont1.325	1223647	1224646	+
AAEL008442	supercont1.325	1237003	1238002	+
AAEL008453	supercont1.326	90544	91543	-
AAEL008450	supercont1.326	163674	164673	-
AAEL008455	supercont1.326	230340	231339	-
AAEL008454	supercont1.326	392306	393305	+
AAEL008457	supercont1.326	452246	453245	+
AAEL008451	supercont1.326	454062	455061	-
AAEL008452	supercont1.326	583147	584146	+
AAEL008456	supercont1.326	595069	596068	-
AAEL008468	supercont1.327	13934	14933	+
AAEL008467	supercont1.327	69102	70101	+
AAEL008460	supercont1.327	97489	98488	-
AAEL008462	supercont1.327	97840	98839	+
AAEL008459	supercont1.327	175202	176201	-
AAEL008465	supercont1.327	179897	180896	+
AAEL008461	supercont1.327	214309	215308	-
AAEL008458	supercont1.327	220228	221227	+
AAEL008466	supercont1.327	687738	688737	+
AAEL008464	supercont1.327	778410	779409	-
AAEL016651	supercont1.327	1003566	1004565	-
AAEL016652	supercont1.327	1151783	1152782	-
AAEL008463	supercont1.327	1169565	1170564	-
AAEL015559	supercont1.3272	2655	3654	-
AAEL008483	supercont1.328	173346	174345	+
AAEL008470	supercont1.328	528133	529132	-
AAEL008489	supercont1.328	653769	654768	+
AAEL008478	supercont1.328	718683	719682	+
AAEL008485	supercont1.328	746690	747689	+
AAEL008484	supercont1.328	778477	779476	-
AAEL008477	supercont1.328	797691	798690	+
AAEL008469	supercont1.328	821496	822495	+
AAEL008490	supercont1.328	832303	833302	-
AAEL008475	supercont1.328	838473	839472	+
AAEL008480	supercont1.328	880609	881608	-
AAEL008486	supercont1.328	883661	884660	+
AAEL008491	supercont1.328	892358	893357	-
AAEL008476	supercont1.328	897751	898750	+
AAEL008481	supercont1.328	929035	930034	-
AAEL008474	supercont1.328	959759	960758	-
AAEL008472	supercont1.328	961747	962746	-
AAEL008482	supercont1.328	1012732	1013731	+
AAEL008473	supercont1.328	1044983	1045982	+
AAEL008487	supercont1.328	1054382	1055381	-
AAEL008488	supercont1.328	1062414	1063413	-
AAEL016653	supercont1.328	1146176	1147175	-
AAEL008471	supercont1.328	1162545	1163544	+
AAEL008479	supercont1.328	1251902	1252901	+
AAEL015560	supercont1.3282	902	1901	+
AAEL015561	supercont1.3286	3879	4878	-
AAEL008495	supercont1.329	184216	185215	+
AAEL008502	supercont1.329	215571	216570	-
AAEL008494	supercont1.329	238131	239130	+
AAEL008493	supercont1.329	262981	263980	+
AAEL008498	supercont1.329	263587	264586	-
AAEL008496	supercont1.329	273608	274607	-
AAEL008497	supercont1.329	330945	331944	+
AAEL008492	supercont1.329	347689	348688	+
AAEL008505	supercont1.329	351942	352941	+
AAEL008503	supercont1.329	357372	358371	+
AAEL008500	supercont1.329	367882	368881	+
AAEL008504	supercont1.329	385971	386970	-
AAEL008501	supercont1.329	390997	391996	-
AAEL008499	supercont1.329	460469	461468	+
AAEL015563	supercont1.3299	1	966	+
AAEL001467	supercont1.33	18944	19943	+
AAEL001459	supercont1.33	123223	124222	+
AAEL001464	supercont1.33	146400	147399	-
AAEL001457	supercont1.33	182103	183102	+
AAEL001448	supercont1.33	219190	220189	+
AAEL001451	supercont1.33	297854	298853	+
AAEL001466	supercont1.33	357805	358804	-
AAEL001442	supercont1.33	505178	506177	-
AAEL001443	supercont1.33	532853	533852	+
AAEL001446	supercont1.33	597656	598655	+
AAEL001470	supercont1.33	618423	619422	-
AAEL001449	supercont1.33	621052	622051	+
AAEL001454	supercont1.33	670388	671387	-
AAEL001460	supercont1.33	676145	677144	+
AAEL001468	supercont1.33	678355	679354	-
AAEL001465	supercont1.33	686782	687781	+
AAEL001447	supercont1.33	733854	734853	-
AAEL001461	supercont1.33	892775	893774	-
AAEL001456	supercont1.33	1389896	1390895	+
AAEL001453	supercont1.33	1760720	1761719	-
AAEL001469	supercont1.33	1875639	1876638	-
AAEL001440	supercont1.33	2658477	2659476	+
AAEL001444	supercont1.33	2753440	2754439	-
AAEL001445	supercont1.33	3114528	3115527	+
AAEL001450	supercont1.33	3183413	3184412	+
AAEL001458	supercont1.33	3357341	3358340	-
AAEL001452	supercont1.33	3487433	3488432	+
AAEL016135	supercont1.33	3535655	3536654	+
AAEL001441	supercont1.33	3573152	3574151	+
AAEL001462	supercont1.33	3601451	3602450	+
AAEL016136	supercont1.33	3628057	3629056	+
AAEL001463	supercont1.33	3634767	3635766	-
AAEL001455	supercont1.33	3669612	3670611	-
AAEL008513	supercont1.330	11262	12261	+
AAEL008508	supercont1.330	31310	32309	-
AAEL008510	supercont1.330	99465	100464	-
AAEL008506	supercont1.330	136173	137172	-
AAEL008517	supercont1.330	142075	143074	+
AAEL008509	supercont1.330	152097	153096	+
AAEL008511	supercont1.330	211041	212040	-
AAEL008519	supercont1.330	344236	345235	-
AAEL008507	supercont1.330	352649	353648	+
AAEL008512	supercont1.330	408798	409797	+
AAEL008514	supercont1.330	721433	722432	+
AAEL008515	supercont1.330	799311	800310	-
AAEL016654	supercont1.330	1027012	1028011	+
AAEL008518	supercont1.330	1152358	1153357	+
AAEL008516	supercont1.330	1389895	1390894	-
AAEL008542	supercont1.331	182327	183326	-
AAEL008541	supercont1.331	236103	237102	-
AAEL008530	supercont1.331	242685	243684	-
AAEL008551	supercont1.331	274355	275354	+
AAEL008545	supercont1.331	302988	303987	-
AAEL008539	supercont1.331	313573	314572	+
AAEL008536	supercont1.331	326304	327303	+
AAEL008531	supercont1.331	362372	363371	-
AAEL008529	supercont1.331	366944	367943	+
AAEL008525	supercont1.331	387093	388092	+
AAEL008549	supercont1.331	403408	404407	-
AAEL008540	supercont1.331	430579	431578	-
AAEL008523	supercont1.331	460855	461854	-
AAEL008555	supercont1.331	469223	470222	+
AAEL008533	supercont1.331	500826	501825	-
AAEL008522	supercont1.331	513598	514597	+
AAEL008544	supercont1.331	523688	524687	+
AAEL008547	supercont1.331	531514	532513	-
AAEL008524	supercont1.331	531862	532861	+
AAEL008550	supercont1.331	539097	540096	-
AAEL008526	supercont1.331	569775	570774	-
AAEL008537	supercont1.331	576945	577944	+
AAEL008538	supercont1.331	590962	591961	-
AAEL008535	supercont1.331	597074	598073	+
AAEL008548	supercont1.331	615906	616905	-
AAEL008521	supercont1.331	648064	649063	+
AAEL008546	supercont1.331	712200	713199	+
AAEL008528	supercont1.331	811807	812806	-
AAEL008534	supercont1.331	856189	857188	-
AAEL008532	supercont1.331	1087708	1088707	+
AAEL008552	supercont1.331	1096887	1097886	-
AAEL008554	supercont1.331	1163028	1164027	-
AAEL008520	supercont1.331	1180430	1181429	-
AAEL008553	supercont1.331	1193699	1194698	+
AAEL008543	supercont1.331	1267660	1268659	-
AAEL008527	supercont1.331	1323808	1324807	-
AAEL008563	supercont1.332	160352	161351	-
AAEL008558	supercont1.332	195503	196502	+
AAEL008568	supercont1.332	248825	249824	+
AAEL008560	supercont1.332	266968	267967	+
AAEL008566	supercont1.332	353098	354097	-
AAEL008562	supercont1.332	418458	419457	-
AAEL008570	supercont1.332	434400	435399	+
AAEL008556	supercont1.332	981301	982300	+
AAEL008561	supercont1.332	1021057	1022056	-
AAEL008565	supercont1.332	1031286	1032285	+
AAEL008569	supercont1.332	1069571	1070570	+
AAEL008564	supercont1.332	1151314	1152313	-
AAEL008557	supercont1.332	1183119	1184118	+
AAEL008559	supercont1.332	1211332	1212331	+
AAEL008567	supercont1.332	1268409	1269408	+
AAEL015564	supercont1.3320	1647	2646	+
AAEL008588	supercont1.333	336824	337823	+
AAEL008587	supercont1.333	390003	391002	+
AAEL008581	supercont1.333	450215	451214	-
AAEL008575	supercont1.333	521884	522883	-
AAEL008585	supercont1.333	623603	624602	+
AAEL008571	supercont1.333	742633	743632	-
AAEL008586	supercont1.333	791732	792731	-
AAEL008583	supercont1.333	828672	829671	+
AAEL008577	supercont1.333	843750	844749	-
AAEL008578	supercont1.333	853747	854746	+
AAEL008572	supercont1.333	915183	916182	-
AAEL008576	supercont1.333	921271	922270	+
AAEL008582	supercont1.333	934679	935678	-
AAEL008574	supercont1.333	939173	940172	+
AAEL008579	supercont1.333	996425	997424	-
AAEL008584	supercont1.333	1003061	1004060	+
AAEL008573	supercont1.333	1095996	1096995	-
AAEL008580	supercont1.333	1134937	1135936	+
AAEL015565	supercont1.3331	6578	7577	-
AAEL015566	supercont1.3337	2222	3221	-
AAEL015567	supercont1.3337	3571	4570	-
AAEL008596	supercont1.334	385017	386016	-
AAEL008591	supercont1.334	476604	477603	-
AAEL008606	supercont1.334	507687	508686	+
AAEL008607	supercont1.334	589882	590881	-
AAEL008602	supercont1.334	618262	619261	-
AAEL008598	supercont1.334	620461	621460	+
AAEL008609	supercont1.334	628043	629042	-
AAEL008600	supercont1.334	644659	645658	+
AAEL008599	supercont1.334	645311	646310	-
AAEL008604	supercont1.334	659664	660663	+
AAEL008610	supercont1.334	686222	687221	-
AAEL008594	supercont1.334	695391	696390	-
AAEL008601	supercont1.334	700312	701311	+
AAEL008605	supercont1.334	701186	702185	-
AAEL008603	supercont1.334	721388	722387	-
AAEL008590	supercont1.334	740619	741618	-
AAEL008592	supercont1.334	778512	779511	+
AAEL008595	supercont1.334	789388	790387	+
AAEL008608	supercont1.334	843540	844539	-
AAEL008597	supercont1.334	1105432	1106431	+
AAEL008589	supercont1.334	1208951	1209950	+
AAEL008593	supercont1.334	1223703	1224702	-
AAEL008614	supercont1.335	211490	212489	+
AAEL008613	supercont1.335	721235	722234	+
AAEL008611	supercont1.335	777936	778935	-
AAEL008616	supercont1.335	942034	943033	-
AAEL008612	supercont1.335	1164471	1165470	+
AAEL008617	supercont1.335	1164822	1165821	-
AAEL008618	supercont1.335	1219106	1220105	-
AAEL008615	supercont1.335	1240265	1241264	-
AAEL016958	supercont1.3350	5471	6470	+
AAEL016655	supercont1.336	1026333	1027332	-
AAEL008619	supercont1.336	1071414	1072413	-
AAEL008620	supercont1.336	1107429	1108428	-
AAEL008627	supercont1.337	10004	11003	-
AAEL008624	supercont1.337	61023	62022	-
AAEL008632	supercont1.337	71100	72099	-
AAEL008628	supercont1.337	99800	100799	-
AAEL008625	supercont1.337	118628	119627	+
AAEL015841	supercont1.337	134963	135962	-
AAEL008629	supercont1.337	224798	225797	-
AAEL008626	supercont1.337	263928	264927	-
AAEL008633	supercont1.337	274983	275982	+
AAEL008631	supercont1.337	394543	395542	-
AAEL008635	supercont1.337	525335	526334	-
AAEL008634	supercont1.337	798579	799578	+
AAEL008622	supercont1.337	831048	832047	+
AAEL008621	supercont1.337	871801	872800	-
AAEL008623	supercont1.337	889035	890034	+
AAEL008630	supercont1.337	967258	968257	-
AAEL008642	supercont1.338	164012	165011	-
AAEL008637	supercont1.338	184007	185006	+
AAEL008648	supercont1.338	191523	192522	+
AAEL008638	supercont1.338	322437	323436	+
AAEL008641	supercont1.338	442040	443039	-
AAEL008640	supercont1.338	483248	484247	+
AAEL008645	supercont1.338	594142	595141	-
AAEL008636	supercont1.338	658852	659851	+
AAEL008646	supercont1.338	740231	741230	-
AAEL008647	supercont1.338	1077820	1078819	+
AAEL008644	supercont1.338	1123728	1124727	+
AAEL008643	supercont1.338	1152698	1153697	-
AAEL008639	supercont1.338	1226421	1227420	+
AAEL015570	supercont1.3380	5969	6968	-
AAEL008655	supercont1.339	153376	154375	+
AAEL008652	supercont1.339	219142	220141	-
AAEL008658	supercont1.339	234747	235746	+
AAEL008650	supercont1.339	658627	659626	-
AAEL008662	supercont1.339	667852	668851	+
AAEL008653	supercont1.339	739711	740710	-
AAEL008651	supercont1.339	757268	758267	-
AAEL008660	supercont1.339	791024	792023	-
AAEL008656	supercont1.339	821227	822226	+
AAEL008659	supercont1.339	873982	874981	+
AAEL008661	supercont1.339	951871	952870	+
AAEL008654	supercont1.339	1203523	1204522	-
AAEL008649	supercont1.339	1261475	1262474	-
AAEL008663	supercont1.339	1268965	1269964	-
AAEL008657	supercont1.339	1285811	1286810	-
AAEL001496	supercont1.34	24931	25930	-
AAEL001478	supercont1.34	68905	69904	-
AAEL001493	supercont1.34	260398	261397	+
AAEL001477	supercont1.34	382894	383893	+
AAEL016137	supercont1.34	407220	408219	+
AAEL001504	supercont1.34	979582	980581	+
AAEL001486	supercont1.34	1013164	1014163	-
AAEL001494	supercont1.34	1401465	1402464	+
AAEL001476	supercont1.34	1451302	1452301	-
AAEL001502	supercont1.34	1451915	1452914	-
AAEL001491	supercont1.34	1628208	1629207	+
AAEL001497	supercont1.34	1661510	1662509	-
AAEL001474	supercont1.34	1670133	1671132	-
AAEL001487	supercont1.34	1694923	1695922	+
AAEL001492	supercont1.34	1818451	1819450	+
AAEL016138	supercont1.34	1893685	1894684	+
AAEL001480	supercont1.34	1949217	1950216	-
AAEL001483	supercont1.34	2032632	2033631	+
AAEL001489	supercont1.34	2092709	2093708	+
AAEL001499	supercont1.34	2134566	2135565	+
AAEL001490	supercont1.34	2206457	2207456	+
AAEL001475	supercont1.34	2240930	2241929	-
AAEL001505	supercont1.34	2243362	2244361	+
AAEL001484	supercont1.34	2260616	2261615	+
AAEL001479	supercont1.34	2347363	2348362	-
AAEL001506	supercont1.34	2356039	2357038	+
AAEL001501	supercont1.34	2377427	2378426	-
AAEL001472	supercont1.34	2387991	2388990	+
AAEL001498	supercont1.34	2420832	2421831	+
AAEL001481	supercont1.34	2486559	2487558	-
AAEL001485	supercont1.34	2497166	2498165	-
AAEL001495	supercont1.34	2539649	2540648	-
AAEL001503	supercont1.34	2621827	2622826	+
AAEL001473	supercont1.34	2949529	2950528	-
AAEL001471	supercont1.34	2970030	2971029	+
AAEL001500	supercont1.34	3041821	3042820	-
AAEL001488	supercont1.34	3447327	3448326	+
AAEL001482	supercont1.34	3606177	3607176	-
AAEL008671	supercont1.340	322048	323047	+
AAEL008665	supercont1.340	344962	345961	-
AAEL008672	supercont1.340	377892	378891	+
AAEL008669	supercont1.340	629163	630162	-
AAEL008668	supercont1.340	884824	885823	-
AAEL008667	supercont1.340	998254	999253	+
AAEL008670	supercont1.340	1142969	1143968	+
AAEL008673	supercont1.340	1216167	1217166	-
AAEL008666	supercont1.340	1216724	1217723	+
AAEL008664	supercont1.340	1219363	1220362	+
AAEL016656	supercont1.340	1240449	1241448	-
AAEL015571	supercont1.3400	3890	4889	-
AAEL008683	supercont1.341	52911	53910	+
AAEL008681	supercont1.341	92025	93024	-
AAEL008684	supercont1.341	725147	726146	+
AAEL008678	supercont1.341	762374	763373	-
AAEL008679	supercont1.341	778763	779762	+
AAEL008682	supercont1.341	908739	909738	+
AAEL016657	supercont1.341	935243	936242	-
AAEL016658	supercont1.341	981882	982881	-
AAEL008677	supercont1.341	998608	999607	-
AAEL008676	supercont1.341	998844	999843	+
AAEL008680	supercont1.341	1028864	1029863	+
AAEL008674	supercont1.341	1029344	1030343	-
AAEL008675	supercont1.341	1202736	1203735	-
AAEL015572	supercont1.3417	3175	4174	+
AAEL008695	supercont1.342	85331	86330	+
AAEL008691	supercont1.342	109991	110990	-
AAEL008688	supercont1.342	114656	115655	+
AAEL008685	supercont1.342	314942	315941	-
AAEL008694	supercont1.342	579756	580755	-
AAEL008690	supercont1.342	747044	748043	-
AAEL008689	supercont1.342	753196	754195	-
AAEL008693	supercont1.342	953335	954334	+
AAEL008686	supercont1.342	994522	995521	-
AAEL008692	supercont1.342	1019680	1020679	-
AAEL008696	supercont1.342	1172841	1173840	-
AAEL008687	supercont1.342	1273051	1274050	-
AAEL008697	supercont1.342	1343090	1344089	-
AAEL008713	supercont1.343	8057	9056	+
AAEL008711	supercont1.343	16914	17913	-
AAEL008709	supercont1.343	42644	43643	-
AAEL008704	supercont1.343	44518	45517	-
AAEL008700	supercont1.343	226351	227350	+
AAEL008715	supercont1.343	245861	246860	-
AAEL008699	supercont1.343	263686	264685	+
AAEL008708	supercont1.343	420707	421706	+
AAEL008698	supercont1.343	437412	438411	-
AAEL008702	supercont1.343	439298	440297	-
AAEL008705	supercont1.343	468951	469950	-
AAEL008712	supercont1.343	799451	800450	-
AAEL008714	supercont1.343	862264	863263	-
AAEL008703	supercont1.343	877061	878060	+
AAEL008707	supercont1.343	886954	887953	+
AAEL008701	supercont1.343	917453	918452	-
AAEL008706	supercont1.343	944580	945579	+
AAEL008710	supercont1.343	975139	976138	+
AAEL008720	supercont1.344	76808	77807	+
AAEL008717	supercont1.344	154612	155611	-
AAEL008716	supercont1.344	811313	812312	+
AAEL008721	supercont1.344	831491	832490	+
AAEL008719	supercont1.344	841006	842005	-
AAEL008718	supercont1.344	889217	890216	-
AAEL016659	supercont1.344	1011049	1012048	-
AAEL008722	supercont1.344	1204156	1205155	-
AAEL015573	supercont1.3445	1869	2868	+
AAEL008726	supercont1.345	87710	88709	+
AAEL008723	supercont1.345	111325	112324	+
AAEL008737	supercont1.345	133152	134151	-
AAEL008730	supercont1.345	137203	138202	+
AAEL008740	supercont1.345	188395	189394	+
AAEL008741	supercont1.345	216165	217164	-
AAEL008733	supercont1.345	235874	236873	+
AAEL008744	supercont1.345	247479	248478	+
AAEL008732	supercont1.345	292075	293074	-
AAEL008735	supercont1.345	383803	384802	-
AAEL008747	supercont1.345	671642	672641	-
AAEL008731	supercont1.345	835467	836466	+
AAEL008743	supercont1.345	856828	857827	+
AAEL008738	supercont1.345	883132	884131	-
AAEL008728	supercont1.345	903455	904454	+
AAEL008727	supercont1.345	903736	904735	-
AAEL008724	supercont1.345	938169	939168	-
AAEL008746	supercont1.345	947311	948310	-
AAEL008736	supercont1.345	965710	966709	+
AAEL008729	supercont1.345	1002634	1003633	-
AAEL008725	supercont1.345	1014155	1015154	+
AAEL008734	supercont1.345	1091298	1092297	-
AAEL008742	supercont1.345	1098655	1099654	+
AAEL008739	supercont1.345	1145240	1146239	-
AAEL008745	supercont1.345	1192107	1193106	-
AAEL015575	supercont1.3456	5744	6743	-
AAEL016660	supercont1.346	170492	171491	+
AAEL008750	supercont1.346	236596	237595	+
AAEL008749	supercont1.346	265596	266595	-
AAEL008751	supercont1.346	289430	290429	-
AAEL008748	supercont1.346	399588	400587	+
AAEL008758	supercont1.347	15454	16453	+
AAEL008756	supercont1.347	49640	50639	-
AAEL008753	supercont1.347	80704	81703	-
AAEL008760	supercont1.347	110672	111671	-
AAEL008765	supercont1.347	245036	246035	-
AAEL008754	supercont1.347	493951	494950	-
AAEL008762	supercont1.347	521124	522123	-
AAEL008764	supercont1.347	584144	585143	-
AAEL008759	supercont1.347	712631	713630	-
AAEL008752	supercont1.347	866455	867454	-
AAEL008757	supercont1.347	1050648	1051647	+
AAEL008755	supercont1.347	1065138	1066137	+
AAEL008761	supercont1.347	1065708	1066707	-
AAEL008763	supercont1.347	1068280	1069279	-
AAEL008784	supercont1.348	323981	324980	+
AAEL008782	supercont1.348	349761	350760	-
AAEL008767	supercont1.348	356486	357485	+
AAEL008766	supercont1.348	385211	386210	+
AAEL008774	supercont1.348	634633	635632	+
AAEL008779	supercont1.348	661229	662228	+
AAEL008773	supercont1.348	754029	755028	-
AAEL008770	supercont1.348	778764	779763	-
AAEL008783	supercont1.348	786582	787581	+
AAEL008776	supercont1.348	795638	796637	+
AAEL008768	supercont1.348	848206	849205	-
AAEL008771	supercont1.348	858317	859316	-
AAEL008777	supercont1.348	907239	908238	+
AAEL008772	supercont1.348	1085589	1086588	-
AAEL008775	supercont1.348	1089544	1090543	-
AAEL008778	supercont1.348	1256997	1257996	+
AAEL008769	supercont1.348	1261364	1262363	-
AAEL008781	supercont1.348	1272197	1273196	+
AAEL008780	supercont1.348	1315595	1316594	-
AAEL015577	supercont1.3487	4512	5511	-
AAEL015578	supercont1.3489	1	23	+
AAEL008821	supercont1.349	14141	15140	+
AAEL008793	supercont1.349	14967	15966	-
AAEL008811	supercont1.349	32438	33437	-
AAEL008795	supercont1.349	46880	47879	+
AAEL008792	supercont1.349	75642	76641	+
AAEL008822	supercont1.349	92190	93189	-
AAEL008813	supercont1.349	94007	95006	-
AAEL008808	supercont1.349	104622	105621	+
AAEL008798	supercont1.349	110729	111728	-
AAEL008814	supercont1.349	118334	119333	+
AAEL008823	supercont1.349	167908	168907	-
AAEL008786	supercont1.349	212796	213795	+
AAEL008796	supercont1.349	249754	250753	-
AAEL008803	supercont1.349	293958	294957	+
AAEL008785	supercont1.349	312903	313902	-
AAEL008791	supercont1.349	347235	348234	+
AAEL008809	supercont1.349	362387	363386	-
AAEL008816	supercont1.349	572057	573056	+
AAEL008790	supercont1.349	628555	629554	+
AAEL008807	supercont1.349	629250	630249	-
AAEL008812	supercont1.349	643972	644971	+
AAEL008806	supercont1.349	663062	664061	-
AAEL008794	supercont1.349	666782	667781	+
AAEL008800	supercont1.349	691033	692032	-
AAEL008787	supercont1.349	697540	698539	+
AAEL008819	supercont1.349	732473	733472	-
AAEL008804	supercont1.349	747433	748432	-
AAEL008805	supercont1.349	773931	774930	+
AAEL008789	supercont1.349	807417	808416	+
AAEL008802	supercont1.349	843454	844453	-
AAEL008820	supercont1.349	865115	866114	-
AAEL008797	supercont1.349	888112	889111	-
AAEL008799	supercont1.349	898575	899574	+
AAEL008788	supercont1.349	911278	912277	-
AAEL008810	supercont1.349	958664	959663	-
AAEL008817	supercont1.349	962012	963011	+
AAEL008818	supercont1.349	991994	992993	-
AAEL008801	supercont1.349	1147968	1148967	+
AAEL008815	supercont1.349	1182063	1183062	+
AAEL015581	supercont1.3491	1457	2456	-
AAEL015580	supercont1.3491	3475	4474	-
AAEL015582	supercont1.3491	4493	5492	-
AAEL015579	supercont1.3491	5511	6510	-
AAEL001529	supercont1.35	159651	160650	-
AAEL001535	supercont1.35	283318	284317	-
AAEL016139	supercont1.35	290286	291285	+
AAEL001517	supercont1.35	894749	895748	+
AAEL001518	supercont1.35	959717	960716	-
AAEL001520	supercont1.35	964632	965631	+
AAEL001534	supercont1.35	1004615	1005614	-
AAEL001512	supercont1.35	1071412	1072411	+
AAEL001511	supercont1.35	1084492	1085491	+
AAEL001507	supercont1.35	1116676	1117675	+
AAEL001528	supercont1.35	1200332	1201331	+
AAEL001523	supercont1.35	1209708	1210707	+
AAEL001525	supercont1.35	1252427	1253426	-
AAEL001526	supercont1.35	1346171	1347170	+
AAEL001524	supercont1.35	1584671	1585670	+
AAEL001533	supercont1.35	1643647	1644646	-
AAEL001532	supercont1.35	1684068	1685067	+
AAEL001513	supercont1.35	1743213	1744212	+
AAEL001530	supercont1.35	1783265	1784264	-
AAEL001509	supercont1.35	1831053	1832052	-
AAEL001519	supercont1.35	1870684	1871683	-
AAEL001510	supercont1.35	1898493	1899492	+
AAEL001514	supercont1.35	2156763	2157762	+
AAEL001508	supercont1.35	2216330	2217329	+
AAEL001531	supercont1.35	2643567	2644566	+
AAEL016140	supercont1.35	2906612	2907611	-
AAEL001527	supercont1.35	3279514	3280513	+
AAEL001536	supercont1.35	3324087	3325086	+
AAEL001522	supercont1.35	3475313	3476312	+
AAEL001537	supercont1.35	3506526	3507525	-
AAEL001521	supercont1.35	3528026	3529025	+
AAEL001515	supercont1.35	3541854	3542853	+
AAEL001516	supercont1.35	3596495	3597494	-
AAEL008824	supercont1.350	204240	205239	+
AAEL008825	supercont1.350	356330	357329	+
AAEL015584	supercont1.3507	4781	5780	-
AAEL015583	supercont1.3507	5083	6082	-
AAEL008830	supercont1.351	241174	242173	+
AAEL008832	supercont1.351	246779	247778	+
AAEL008826	supercont1.351	302990	303989	+
AAEL008827	supercont1.351	595910	596909	+
AAEL008831	supercont1.351	644850	645849	-
AAEL008828	supercont1.351	728864	729863	+
AAEL008829	supercont1.351	879295	880294	+
AAEL015585	supercont1.3518	1697	2696	+
AAEL008852	supercont1.352	1	26	+
AAEL008854	supercont1.352	59744	60743	-
AAEL008839	supercont1.352	61274	62273	+
AAEL008833	supercont1.352	87625	88624	-
AAEL008838	supercont1.352	101784	102783	+
AAEL008846	supercont1.352	155609	156608	-
AAEL008853	supercont1.352	172032	173031	+
AAEL008841	supercont1.352	206624	207623	+
AAEL008835	supercont1.352	231121	232120	+
AAEL008851	supercont1.352	270924	271923	+
AAEL008836	supercont1.352	331139	332138	-
AAEL008845	supercont1.352	397910	398909	-
AAEL008844	supercont1.352	501796	502795	+
AAEL008834	supercont1.352	617809	618808	-
AAEL008848	supercont1.352	638485	639484	+
AAEL008843	supercont1.352	689860	690859	-
AAEL008849	supercont1.352	715615	716614	-
AAEL008850	supercont1.352	722013	723012	+
AAEL008840	supercont1.352	728122	729121	+
