#EnsemblGeneID(0)	Chromosome(1)	ExonStart(bp)(2)	ExonEnd(bp)(3)	Strand(4)
AAEL010290	supercont1.468	601725	601849	+
AAEL010290	supercont1.468	604806	604916	+
AAEL010290	supercont1.468	607608	607733	+
AAEL010290	supercont1.468	607792	607913	+
AAEL010290	supercont1.468	607984	608100	+
AAEL010290	supercont1.468	619255	619462	+
AAEL006655	supercont1.215	627972	629708	+
AAEL006655	supercont1.215	643801	644121	+
AAEL006655	supercont1.215	644317	644421	+
AAEL009378	supercont1.393	1104362	1104724	-
AAEL009378	supercont1.393	1104793	1105356	-
AAEL013216	supercont1.807	116697	116900	-
AAEL013216	supercont1.807	121016	121617	-
AAEL013216	supercont1.807	139541	139667	-
AAEL013216	supercont1.807	139889	140412	-
AAEL013216	supercont1.807	149811	149889	-
AAEL013216	supercont1.807	149945	150217	-
AAEL003533	supercont1.89	1716447	1716466	+
AAEL003533	supercont1.89	1725594	1725720	+
AAEL003533	supercont1.89	1748729	1748848	+
AAEL003533	supercont1.89	1774405	1774662	+
AAEL003533	supercont1.89	1775421	1775708	+
AAEL003533	supercont1.89	1775777	1776021	+
AAEL003533	supercont1.89	1784625	1784696	+
AAEL003533	supercont1.89	1787541	1787649	+
AAEL014320	supercont1.1069	253613	253966	-
AAEL014320	supercont1.1069	259802	259816	-
AAEL013604	supercont1.883	186698	186698	-
AAEL013604	supercont1.883	195855	196680	-
AAEL013604	supercont1.883	196737	197369	-
AAEL013604	supercont1.883	197920	198189	-
AAEL013604	supercont1.883	198993	199011	-
AAEL012990	supercont1.772	265236	265687	+
AAEL012990	supercont1.772	265748	266119	+
AAEL001388	supercont1.31	1344253	1345589	+
AAEL009215	supercont1.380	811147	811644	+
AAEL005774	supercont1.174	1755903	1757501	-
AAEL005774	supercont1.174	1757560	1757826	-
AAEL005774	supercont1.174	1767091	1767282	-
AAEL005774	supercont1.174	1795090	1795199	-
AAEL012313	supercont1.677	375086	375686	-
AAEL012313	supercont1.677	375745	375896	-
AAEL012313	supercont1.677	376029	376194	-
AAEL000288	supercont1.5	4606152	4606389	+
AAEL000288	supercont1.5	4608471	4608608	+
AAEL000288	supercont1.5	4618266	4618451	+
AAEL000288	supercont1.5	4626410	4626916	+
AAEL015435	supercont1.2232	4374	5252	-
AAEL015435	supercont1.2232	5408	5732	-
AAEL002880	supercont1.70	1650826	1652603	+
AAEL014250	supercont1.1049	257573	257835	-
AAEL014250	supercont1.1049	257896	258544	-
AAEL014250	supercont1.1049	258606	258800	-
AAEL012331	supercont1.678	50142	50748	+
AAEL012331	supercont1.678	50844	52489	+
AAEL007529	supercont1.261	539574	540641	+
AAEL010482	supercont1.480	603879	604961	+
AAEL003724	supercont1.95	1713723	1713907	-
AAEL003724	supercont1.95	1713965	1714130	-
AAEL003724	supercont1.95	1714207	1714369	-
AAEL003724	supercont1.95	1715574	1715807	-
AAEL003724	supercont1.95	1715946	1716082	-
AAEL003724	supercont1.95	1716141	1716274	-
AAEL003724	supercont1.95	1718477	1718560	-
AAEL003724	supercont1.95	1718625	1718796	-
AAEL003724	supercont1.95	1748095	1748172	-
AAEL003724	supercont1.95	1748271	1748489	-
AAEL003724	supercont1.95	1755163	1755208	-
AAEL003724	supercont1.95	1767129	1767215	-
AAEL003724	supercont1.95	1769821	1769870	-
AAEL003724	supercont1.95	1770270	1770455	-
AAEL008335	supercont1.315	34883	34894	+
AAEL008335	supercont1.315	58033	58151	+
AAEL008335	supercont1.315	58224	58404	+
AAEL005177	supercont1.145	1812684	1813507	-
AAEL005177	supercont1.145	1813565	1813659	-
AAEL005177	supercont1.145	1813981	1814245	-
AAEL005177	supercont1.145	1814308	1814404	-
AAEL005177	supercont1.145	1814458	1814719	-
AAEL005177	supercont1.145	1814778	1814998	-
AAEL005177	supercont1.145	1815103	1815231	-
AAEL005177	supercont1.145	1815304	1815346	-
AAEL005177	supercont1.145	1816529	1816660	-
AAEL005177	supercont1.145	1816724	1817173	-
AAEL005177	supercont1.145	1818647	1818682	-
AAEL005177	supercont1.145	1818741	1818856	-
AAEL005177	supercont1.145	1818920	1819281	-
AAEL005177	supercont1.145	1819351	1819513	-
AAEL005177	supercont1.145	1819577	1819717	-
AAEL005177	supercont1.145	1819785	1819913	-
AAEL009342	supercont1.390	365972	366404	+
AAEL009342	supercont1.390	370979	372151	+
AAEL012417	supercont1.694	16129	16799	-
AAEL012417	supercont1.694	16860	16963	-
AAEL012417	supercont1.694	17586	17724	-
AAEL012417	supercont1.694	17844	17919	-
AAEL015454	supercont1.2345	7709	8258	-
AAEL015454	supercont1.2345	8316	8507	-
AAEL012675	supercont1.725	227171	227319	+
AAEL012675	supercont1.725	227382	228009	+
AAEL012332	supercont1.678	334278	334434	+
AAEL012332	supercont1.678	334487	336813	+
AAEL010169	supercont1.458	872409	872953	+
AAEL005036	supercont1.139	2150495	2150674	+
AAEL005036	supercont1.139	2151012	2151126	+
AAEL005036	supercont1.139	2151189	2151286	+
AAEL005036	supercont1.139	2151352	2151911	+
AAEL009151	supercont1.373	398464	398866	-
AAEL009151	supercont1.373	415958	416261	-
AAEL009151	supercont1.373	416574	416632	-
AAEL009151	supercont1.373	398464	398866	-
AAEL009151	supercont1.373	415958	416632	-
AAEL008668	supercont1.340	882269	882593	-
AAEL008668	supercont1.340	882671	883092	-
AAEL008668	supercont1.340	884066	884313	-
AAEL008668	supercont1.340	884379	884721	-
AAEL008668	supercont1.340	884766	884823	-
AAEL001895	supercont1.45	989836	990683	+
AAEL001895	supercont1.45	990753	991119	+
AAEL002464	supercont1.58	2702902	2703065	-
AAEL002464	supercont1.58	2703130	2703335	-
AAEL002464	supercont1.58	2703444	2703525	-
AAEL002464	supercont1.58	2703628	2703698	-
AAEL002464	supercont1.58	2703766	2703809	-
AAEL002057	supercont1.48	499249	499453	-
AAEL002057	supercont1.48	506917	507800	-
AAEL002057	supercont1.48	507866	507962	-
AAEL004026	supercont1.105	2171350	2171764	+
AAEL004026	supercont1.105	2172086	2172615	+
AAEL008088	supercont1.300	821462	821528	+
AAEL008088	supercont1.300	832818	833206	+
AAEL008088	supercont1.300	833753	834045	+
AAEL008088	supercont1.300	834118	834124	+
AAEL012554	supercont1.711	604755	604825	+
AAEL012554	supercont1.711	605103	607123	+
AAEL012554	supercont1.711	607185	607323	+
AAEL012554	supercont1.711	629696	631282	+
AAEL012554	supercont1.711	631345	631843	+
AAEL007473	supercont1.257	1300720	1300925	+
AAEL007473	supercont1.257	1300984	1301323	+
AAEL007473	supercont1.257	1301382	1301572	+
AAEL007473	supercont1.257	1325110	1325950	+
AAEL013056	supercont1.784	323542	324291	+
AAEL004342	supercont1.115	1056506	1056951	-
AAEL004342	supercont1.115	1057013	1057069	-
AAEL006308	supercont1.200	194107	194825	+
AAEL006308	supercont1.200	203922	204063	+
AAEL006308	supercont1.200	204123	204266	+
AAEL006308	supercont1.200	204331	205179	+
AAEL006308	supercont1.200	205239	205552	+
AAEL006308	supercont1.200	211177	213435	+
AAEL014409	supercont1.1103	221353	221543	-
AAEL014409	supercont1.1103	221604	221688	-
AAEL002234	supercont1.51	1582596	1583310	+
AAEL002234	supercont1.51	1743245	1743994	+
AAEL002234	supercont1.51	1744193	1747902	+
AAEL015543	supercont1.3099	2535	4876	+
AAEL010059	supercont1.450	713084	713156	+
AAEL010059	supercont1.450	713375	713588	+
AAEL010059	supercont1.450	724785	726115	+
AAEL010059	supercont1.450	726348	726582	+
AAEL010059	supercont1.450	726654	727146	+
AAEL006011	supercont1.185	1703779	1704033	-
AAEL006153	supercont1.191	796119	796235	+
AAEL006153	supercont1.191	796303	796462	+
AAEL006153	supercont1.191	796997	797320	+
AAEL015554	supercont1.3221	5993	6043	+
AAEL015554	supercont1.3221	6101	6448	+
AAEL010844	supercont1.511	844112	845478	-
AAEL010844	supercont1.511	847634	847897	-
AAEL010844	supercont1.511	847957	848067	-
AAEL010844	supercont1.511	848205	848361	-
AAEL009600	supercont1.411	587182	587356	+
AAEL009600	supercont1.411	587665	587975	+
AAEL009600	supercont1.411	588051	588197	+
AAEL009600	supercont1.411	588279	588431	+
AAEL009600	supercont1.411	599876	601250	+
AAEL010818	supercont1.510	1454	2059	-
AAEL004545	supercont1.123	2297965	2298104	+
AAEL004545	supercont1.123	2298165	2298257	+
AAEL004545	supercont1.123	2312167	2312925	+
AAEL004545	supercont1.123	2312989	2314535	+
AAEL004349	supercont1.115	1373569	1373957	+
AAEL004349	supercont1.115	1417008	1417247	+
AAEL004349	supercont1.115	1417308	1417703	+
AAEL004349	supercont1.115	1417764	1418217	+
AAEL006033	supercont1.186	1613099	1613240	+
AAEL006033	supercont1.186	1613316	1613722	+
AAEL006033	supercont1.186	1614934	1615774	+
AAEL008869	supercont1.353	510802	511218	-
AAEL015000	supercont1.1391	32694	32767	-
AAEL015000	supercont1.1391	32834	33013	-
AAEL015000	supercont1.1391	33075	33287	-
AAEL015000	supercont1.1391	33354	33615	-
AAEL015000	supercont1.1391	58941	59227	-
AAEL015000	supercont1.1391	66352	66373	-
AAEL010647	supercont1.493	681590	681823	-
AAEL010647	supercont1.493	681881	682210	-
AAEL010647	supercont1.493	690857	691007	-
AAEL010647	supercont1.493	691068	691430	-
AAEL010647	supercont1.493	691974	692331	-
AAEL010647	supercont1.493	692415	692546	-
AAEL010647	supercont1.493	692616	692781	-
AAEL010647	supercont1.493	709592	709890	-
AAEL010647	supercont1.493	709950	710037	-
AAEL006346	supercont1.201	1279511	1280498	-
AAEL006346	supercont1.201	1297334	1297476	-
AAEL006346	supercont1.201	1297581	1297961	-
AAEL006346	supercont1.201	1300518	1300588	-
AAEL006346	supercont1.201	1279757	1280498	-
AAEL006346	supercont1.201	1297334	1297476	-
AAEL006346	supercont1.201	1298013	1298168	-
AAEL006346	supercont1.201	1298233	1298492	-
AAEL006346	supercont1.201	1279511	1280498	-
AAEL006346	supercont1.201	1297334	1297476	-
AAEL006346	supercont1.201	1298013	1298242	-
AAEL006346	supercont1.201	1279511	1280498	-
AAEL006346	supercont1.201	1297334	1297476	-
AAEL006346	supercont1.201	1297581	1297961	-
AAEL006346	supercont1.201	1298551	1298571	-
AAEL000895	supercont1.18	1915869	1915961	+
AAEL000895	supercont1.18	1916787	1917014	+
AAEL000895	supercont1.18	1917078	1917192	+
AAEL000895	supercont1.18	1925356	1925580	+
AAEL000895	supercont1.18	1925905	1926720	+
AAEL000895	supercont1.18	1937214	1937472	+
AAEL000895	supercont1.18	1937531	1937853	+
AAEL000895	supercont1.18	1937922	1938206	+
AAEL000895	supercont1.18	1938264	1938622	+
AAEL000895	supercont1.18	1938690	1938869	+
AAEL000895	supercont1.18	1947187	1947290	+
AAEL000895	supercont1.18	1947358	1947581	+
AAEL003911	supercont1.100	657559	658168	-
AAEL003911	supercont1.100	658229	658479	-
AAEL003911	supercont1.100	658543	658645	-
AAEL003911	supercont1.100	660118	660983	-
AAEL003911	supercont1.100	661122	662534	-
AAEL003517	supercont1.89	489935	490727	+
AAEL003517	supercont1.89	490758	491140	+
AAEL003517	supercont1.89	502901	503283	+
AAEL003517	supercont1.89	503346	503600	+
AAEL012440	supercont1.697	237272	237488	-
AAEL012440	supercont1.697	250881	252248	-
AAEL012440	supercont1.697	272630	272720	-
AAEL001828	supercont1.43	2974795	2974924	-
AAEL001828	supercont1.43	2974983	2975057	-
AAEL001828	supercont1.43	2975115	2975200	-
AAEL009657	supercont1.415	184234	184911	+
AAEL009657	supercont1.415	185239	185878	+
AAEL004144	supercont1.108	595688	596080	-
AAEL007722	supercont1.276	874721	875182	-
AAEL007722	supercont1.276	875806	876362	-
AAEL007722	supercont1.276	919544	919714	-
AAEL007722	supercont1.276	923063	923265	-
AAEL002923	supercont1.72	58636	58818	+
AAEL013639	supercont1.888	271134	271358	+
AAEL013639	supercont1.888	271424	272497	+
AAEL000208	supercont1.3	1992122	1992347	+
AAEL000208	supercont1.3	1992427	1992608	+
AAEL000208	supercont1.3	1992669	1992821	+
AAEL000208	supercont1.3	1992886	1993172	+
AAEL011419	supercont1.579	443035	443215	-
AAEL011419	supercont1.579	443274	443582	-
AAEL011419	supercont1.579	443641	443933	-
AAEL011419	supercont1.579	444714	444806	-
AAEL011419	supercont1.579	444870	445229	-
AAEL001013	supercont1.20	3000424	3000647	+
AAEL001013	supercont1.20	3000725	3000868	+
AAEL001013	supercont1.20	3000996	3001157	+
AAEL001013	supercont1.20	3001216	3001936	+
AAEL007706	supercont1.275	1114482	1115324	-
AAEL010734	supercont1.504	161468	163001	-
AAEL010734	supercont1.504	163063	163297	-
AAEL010734	supercont1.504	171193	171281	-
AAEL009678	supercont1.417	760210	760311	+
AAEL009678	supercont1.417	771500	773198	+
AAEL009678	supercont1.417	787144	787634	+
AAEL009678	supercont1.417	794129	794337	+
AAEL009678	supercont1.417	794402	796337	+
AAEL009678	supercont1.417	796400	796495	+
AAEL009678	supercont1.417	796564	796833	+
AAEL009678	supercont1.417	807739	807853	+
AAEL009678	supercont1.417	807913	809299	+
AAEL002937	supercont1.72	27636	27792	+
AAEL002937	supercont1.72	48134	48261	+
AAEL002937	supercont1.72	58580	59308	+
AAEL003886	supercont1.99	492265	492488	+
AAEL003886	supercont1.99	515622	516682	+
AAEL012071	supercont1.652	238649	239106	+
AAEL012071	supercont1.652	246883	247023	+
AAEL012071	supercont1.652	247092	247207	+
AAEL012071	supercont1.652	247269	248105	+
AAEL005134	supercont1.143	130432	131203	+
AAEL005134	supercont1.143	131262	131419	+
AAEL005134	supercont1.143	131478	132958	+
AAEL005134	supercont1.143	130432	131203	+
AAEL005134	supercont1.143	131262	131419	+
AAEL005134	supercont1.143	131478	132305	+
AAEL005134	supercont1.143	132398	132536	+
AAEL005134	supercont1.143	132870	132958	+
AAEL012456	supercont1.699	431565	431629	+
AAEL012456	supercont1.699	431725	431934	+
AAEL012456	supercont1.699	450700	451119	+
AAEL012456	supercont1.699	454345	454547	+
AAEL012456	supercont1.699	467899	468033	+
AAEL012456	supercont1.699	468100	468205	+
AAEL012456	supercont1.699	468239	468367	+
AAEL012456	supercont1.699	468627	468837	+
AAEL012456	supercont1.699	477436	477591	+
AAEL012456	supercont1.699	477660	477854	+
AAEL009754	supercont1.424	257496	257573	+
AAEL009754	supercont1.424	265307	265740	+
AAEL009754	supercont1.424	265807	265870	+
AAEL009754	supercont1.424	269226	269416	+
AAEL009754	supercont1.424	271356	271533	+
AAEL009754	supercont1.424	271775	273093	+
AAEL003078	supercont1.76	1147840	1149560	-
AAEL003078	supercont1.76	1150101	1150755	-
AAEL003078	supercont1.76	1150819	1151031	-
AAEL003078	supercont1.76	1151836	1152038	-
AAEL003078	supercont1.76	1152115	1154506	-
AAEL003078	supercont1.76	1179563	1180336	-
AAEL003078	supercont1.76	1180676	1182225	-
AAEL003667	supercont1.94	1917400	1917416	+
AAEL003667	supercont1.94	1922049	1922599	+
AAEL003667	supercont1.94	1924538	1924695	+
AAEL003667	supercont1.94	1925280	1925447	+
AAEL003667	supercont1.94	1918137	1918226	+
AAEL003667	supercont1.94	1922049	1922599	+
AAEL003667	supercont1.94	1924538	1924695	+
AAEL003667	supercont1.94	1925280	1925447	+
AAEL003667	supercont1.94	1918135	1918226	+
AAEL003667	supercont1.94	1922049	1922788	+
AAEL009014	supercont1.362	1208814	1208864	+
AAEL009014	supercont1.362	1228375	1228437	+
AAEL009014	supercont1.362	1228549	1228967	+
AAEL009014	supercont1.362	1233092	1233757	+
AAEL009014	supercont1.362	1233890	1234328	+
AAEL014273	supercont1.1053	230394	230541	+
AAEL014273	supercont1.1053	230600	230776	+
AAEL014273	supercont1.1053	237433	237641	+
AAEL005160	supercont1.144	574846	574969	+
AAEL005160	supercont1.144	580760	580786	+
AAEL005160	supercont1.144	582543	582678	+
AAEL005160	supercont1.144	582815	582923	+
AAEL005160	supercont1.144	587002	587415	+
AAEL005160	supercont1.144	587480	587834	+
AAEL005160	supercont1.144	587894	588196	+
AAEL005160	supercont1.144	589179	589324	+
AAEL005160	supercont1.144	589387	589743	+
AAEL013516	supercont1.861	91807	92124	+
AAEL011161	supercont1.544	10327	11189	-
AAEL011161	supercont1.544	15693	16301	-
AAEL011161	supercont1.544	16370	16751	-
AAEL011161	supercont1.544	16825	16906	-
AAEL011161	supercont1.544	19167	19864	-
AAEL011161	supercont1.544	15421	16301	-
AAEL011161	supercont1.544	16370	16751	-
AAEL011161	supercont1.544	16825	16906	-
AAEL011161	supercont1.544	19167	19864	-
AAEL015345	supercont1.1876	6562	6625	+
AAEL015345	supercont1.1876	14785	15101	+
AAEL015345	supercont1.1876	17484	17660	+
AAEL009856	supercont1.433	406569	406607	+
AAEL009856	supercont1.433	415090	415678	+
AAEL009856	supercont1.433	415810	415929	+
AAEL009856	supercont1.433	416104	416491	+
AAEL009856	supercont1.433	416556	416653	+
AAEL009856	supercont1.433	423058	423338	+
AAEL009856	supercont1.433	423399	423751	+
AAEL001742	supercont1.41	224482	226134	-
AAEL001742	supercont1.41	227589	228008	-
AAEL001742	supercont1.41	228065	228760	-
AAEL001742	supercont1.41	228820	228911	-
AAEL001742	supercont1.41	228971	229297	-
AAEL001742	supercont1.41	229359	229524	-
AAEL001742	supercont1.41	229586	229704	-
AAEL001742	supercont1.41	229771	229912	-
AAEL001742	supercont1.41	229972	230116	-
AAEL001742	supercont1.41	239089	239236	-
AAEL001742	supercont1.41	239302	239450	-
AAEL001742	supercont1.41	239484	239746	-
AAEL001742	supercont1.41	239815	239894	-
AAEL001742	supercont1.41	251034	251529	-
AAEL005515	supercont1.161	377043	378579	-
AAEL005515	supercont1.161	383497	383568	-
AAEL005515	supercont1.161	386043	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL005515	supercont1.161	385818	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL005515	supercont1.161	377043	378579	-
AAEL005515	supercont1.161	383437	383568	-
AAEL005515	supercont1.161	386043	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL005515	supercont1.161	377043	377653	-
AAEL005515	supercont1.161	378174	378579	-
AAEL005515	supercont1.161	383497	383568	-
AAEL005515	supercont1.161	386043	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL005515	supercont1.161	379851	383568	-
AAEL005515	supercont1.161	386043	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL005515	supercont1.161	377043	377653	-
AAEL005515	supercont1.161	378174	378579	-
AAEL005515	supercont1.161	379270	379344	-
AAEL005515	supercont1.161	383437	383568	-
AAEL005515	supercont1.161	386043	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL005515	supercont1.161	377043	377653	-
AAEL005515	supercont1.161	378174	378579	-
AAEL005515	supercont1.161	383437	383568	-
AAEL005515	supercont1.161	386043	386307	-
AAEL005515	supercont1.161	386525	386799	-
AAEL005515	supercont1.161	387074	387114	-
AAEL005515	supercont1.161	390787	391167	-
AAEL001518	supercont1.35	939363	939575	-
AAEL001518	supercont1.35	939621	939868	-
AAEL001518	supercont1.35	958539	958868	-
AAEL001518	supercont1.35	959035	959556	-
AAEL001518	supercont1.35	959622	959716	-
AAEL001623	supercont1.37	2842490	2842719	+
AAEL001623	supercont1.37	2843193	2843330	+
AAEL001623	supercont1.37	2853644	2854087	+
AAEL001623	supercont1.37	2854153	2854749	+
AAEL000308	supercont1.6	1436713	1437078	+
AAEL000308	supercont1.6	1438705	1438848	+
AAEL012631	supercont1.719	222942	223896	-
AAEL012631	supercont1.719	231169	231326	-
AAEL012631	supercont1.719	231395	232789	-
AAEL012631	supercont1.719	232848	233311	-
AAEL012631	supercont1.719	238338	238563	-
AAEL012631	supercont1.719	245828	246047	-
AAEL012631	supercont1.719	249479	249781	-
AAEL012631	supercont1.719	249931	249998	-
AAEL012029	supercont1.646	162757	163173	+
AAEL012029	supercont1.646	179083	179305	+
AAEL012029	supercont1.646	189258	189462	+
AAEL012029	supercont1.646	200382	200546	+
AAEL012029	supercont1.646	200615	200930	+
AAEL012029	supercont1.646	162757	163173	+
AAEL012029	supercont1.646	179083	179305	+
AAEL012029	supercont1.646	188876	189178	+
AAEL012029	supercont1.646	189258	189462	+
AAEL012029	supercont1.646	200382	200546	+
AAEL012029	supercont1.646	200615	200930	+
AAEL011394	supercont1.575	704344	704830	+
AAEL011394	supercont1.575	726067	726148	+
AAEL011394	supercont1.575	726286	726354	+
AAEL011394	supercont1.575	726435	726659	+
AAEL011394	supercont1.575	735532	735856	+
AAEL011394	supercont1.575	735916	736727	+
AAEL012164	supercont1.662	279863	280013	+
AAEL012164	supercont1.662	307091	307158	+
AAEL012164	supercont1.662	307223	307423	+
AAEL012164	supercont1.662	307497	307625	+
AAEL012164	supercont1.662	307687	308903	+
AAEL003132	supercont1.79	347	640	-
AAEL003132	supercont1.79	965	1213	-
AAEL003132	supercont1.79	1276	1703	-
AAEL003132	supercont1.79	1762	1876	-
AAEL003132	supercont1.79	11882	11984	-
AAEL003132	supercont1.79	12069	12211	-
AAEL003988	supercont1.104	386982	387152	+
AAEL003988	supercont1.104	387214	387408	+
AAEL003988	supercont1.104	403010	403465	+
AAEL003988	supercont1.104	403530	404063	+
AAEL014060	supercont1.998	76700	77221	-
AAEL014060	supercont1.998	77288	77356	-
AAEL009993	supercont1.445	462217	472311	-
AAEL003696	supercont1.94	828432	828630	+
AAEL003696	supercont1.94	828700	828845	+
AAEL003696	supercont1.94	828909	829118	+
AAEL003696	supercont1.94	829178	829941	+
AAEL003422	supercont1.86	2074335	2074916	+
AAEL010781	supercont1.507	249144	250286	-
AAEL010781	supercont1.507	277848	277967	-
AAEL010781	supercont1.507	279230	279316	-
AAEL010781	supercont1.507	279388	279573	-
AAEL010781	supercont1.507	283536	284064	-
AAEL010718	supercont1.500	470519	471178	+
AAEL012078	supercont1.652	52862	53373	-
AAEL012078	supercont1.652	53431	53711	-
AAEL007575	supercont1.264	1201795	1201821	-
AAEL007575	supercont1.264	1206716	1206989	-
AAEL007575	supercont1.264	1207062	1208045	-
AAEL007575	supercont1.264	1216697	1216710	-
AAEL007931	supercont1.290	81308	81787	-
AAEL007931	supercont1.290	81861	82132	-
AAEL007931	supercont1.290	89703	89823	-
AAEL007931	supercont1.290	89885	90538	-
AAEL007931	supercont1.290	101378	101464	-
AAEL002683	supercont1.64	2715201	2715351	-
AAEL002683	supercont1.64	2715410	2716451	-
AAEL002683	supercont1.64	2716508	2716776	-
AAEL002683	supercont1.64	2716844	2718368	-
AAEL002683	supercont1.64	2718431	2719506	-
AAEL002683	supercont1.64	2735503	2735586	-
AAEL013256	supercont1.812	299430	299602	+
AAEL013256	supercont1.812	299662	300308	+
AAEL014730	supercont1.1240	50256	50285	+
AAEL014730	supercont1.1240	58155	58364	+
AAEL014730	supercont1.1240	58607	61346	+
AAEL014730	supercont1.1240	61404	61744	+
AAEL014730	supercont1.1240	61806	61902	+
AAEL014730	supercont1.1240	61963	62159	+
AAEL014730	supercont1.1240	62221	62372	+
AAEL014730	supercont1.1240	85073	85163	+
AAEL008666	supercont1.340	1217724	1218239	+
AAEL012050	supercont1.648	494900	494966	+
AAEL012050	supercont1.648	495680	495930	+
AAEL010318	supercont1.470	97620	99728	-
AAEL010318	supercont1.470	99785	101251	-
AAEL010318	supercont1.470	108029	108318	-
AAEL010318	supercont1.470	108379	108547	-
AAEL010318	supercont1.470	97620	99728	-
AAEL010318	supercont1.470	99785	101251	-
AAEL010318	supercont1.470	108029	108308	-
AAEL010318	supercont1.470	108379	108523	-
AAEL001448	supercont1.33	220190	220372	+
AAEL001448	supercont1.33	240168	240313	+
AAEL001448	supercont1.33	261797	262014	+
AAEL001448	supercont1.33	274108	274375	+
AAEL001448	supercont1.33	274443	274706	+
AAEL001448	supercont1.33	274767	274920	+
AAEL001448	supercont1.33	274982	275089	+
AAEL001448	supercont1.33	281800	281935	+
AAEL001448	supercont1.33	281997	282796	+
AAEL007912	supercont1.288	1014132	1014684	-
AAEL007912	supercont1.288	1019805	1020230	-
AAEL013892	supercont1.954	210661	210681	-
AAEL013892	supercont1.954	210742	210995	-
AAEL013892	supercont1.954	211091	211198	-
AAEL013892	supercont1.954	232220	232319	-
AAEL013892	supercont1.954	232391	232618	-
AAEL013892	supercont1.954	279270	279386	-
AAEL010925	supercont1.522	280131	280147	+
AAEL010925	supercont1.522	283988	284187	+
AAEL010925	supercont1.522	284554	285095	+
AAEL014381	supercont1.1095	15079	16681	-
AAEL014381	supercont1.1095	16737	17346	-
AAEL014381	supercont1.1095	17496	17577	-
AAEL010906	supercont1.517	621408	621927	-
AAEL010906	supercont1.517	622358	622630	-
AAEL010906	supercont1.517	622757	622931	-
AAEL006101	supercont1.189	182453	182565	-
AAEL006101	supercont1.189	182631	182958	-
AAEL006101	supercont1.189	183016	183390	-
AAEL006101	supercont1.189	183452	183976	-
AAEL006101	supercont1.189	184033	184440	-
AAEL011206	supercont1.551	614703	615178	-
AAEL011206	supercont1.551	626208	626395	-
AAEL011206	supercont1.551	626458	626946	-
AAEL011206	supercont1.551	627499	627710	-
AAEL011206	supercont1.551	586164	587004	-
AAEL011206	supercont1.551	626208	626395	-
AAEL011206	supercont1.551	626458	626946	-
AAEL011206	supercont1.551	627499	627710	-
AAEL000171	supercont1.3	4645228	4651251	-
AAEL000171	supercont1.3	4651310	4651367	-
AAEL000171	supercont1.3	4651562	4651734	-
AAEL003050	supercont1.76	2024907	2025429	-
AAEL003050	supercont1.76	2025489	2025621	-
AAEL007888	supercont1.287	975210	977663	-
AAEL007888	supercont1.287	990774	990884	-
AAEL007888	supercont1.287	990951	991112	-
AAEL007888	supercont1.287	991229	991342	-
AAEL007888	supercont1.287	991558	991776	-
AAEL007888	supercont1.287	992466	995204	-
AAEL007888	supercont1.287	995613	995683	-
AAEL007888	supercont1.287	995746	995845	-
AAEL007888	supercont1.287	1002960	1003117	-
AAEL007888	supercont1.287	1003180	1003538	-
AAEL007888	supercont1.287	1020800	1020952	-
AAEL007888	supercont1.287	1021016	1021461	-
AAEL007888	supercont1.287	1021531	1021738	-
AAEL007888	supercont1.287	1021845	1021865	-
AAEL007888	supercont1.287	1021942	1021994	-
AAEL002740	supercont1.66	201021	201126	+
AAEL002740	supercont1.66	201232	201386	+
AAEL002740	supercont1.66	210943	211948	+
AAEL009434	supercont1.396	730968	731115	-
AAEL009434	supercont1.396	731179	731633	-
AAEL008383	supercont1.321	965829	965843	-
AAEL008383	supercont1.321	965923	966885	-
AAEL001589	supercont1.36	3452487	3452502	+
AAEL001589	supercont1.36	3453921	3454940	+
AAEL002328	supercont1.54	2928473	2928981	-
AAEL002308	supercont1.53	1480258	1480511	+
AAEL002308	supercont1.53	1491860	1492673	+
AAEL002470	supercont1.58	1103225	1103473	-
AAEL014433	supercont1.1116	181359	181545	+
AAEL014433	supercont1.1116	189115	191059	+
AAEL000328	supercont1.6	2223096	2223322	-
AAEL000328	supercont1.6	2223392	2223692	-
AAEL000328	supercont1.6	2228440	2229248	-
AAEL015389	supercont1.2027	8509	8736	+
AAEL015389	supercont1.2027	9061	10828	+
AAEL012781	supercont1.739	201204	202555	+
AAEL012781	supercont1.739	202618	202900	+
AAEL003499	supercont1.88	963676	964320	-
AAEL003499	supercont1.88	965833	966262	-
AAEL003499	supercont1.88	978100	980173	-
AAEL003499	supercont1.88	1011076	1011151	-
